"Titanic","tt0120338","1","7.5","7.2","0","1997","0","
English","
USA","DVD","US","American"
"Tokyo Drifter","tt0061101","1","0","7.3","0","1966","82","
Japanese","
Japan","DVD","JP","Japanese"
"Topsy-Turvy","tt0151568","1","7.5","7.2","0","1999","0","
English","
UK","DVD","US","American"
"Totoro","tt0096283","1","8","8.1","0","1988","0","
Japanese","
Japan","DVD","JP","Japanese"
"Uzumaki","tt0244870","1","6.5","6.3","0","2000","90","
Japanese","
Japan","DVD","JP","Japanese"
"Whisper of the Heart","tt0113824","1","9","8.1","0","1995","0","
Japanese","
Japan","DVD","JP","Japanese"
"X2","tt0290334","1","8","7.8","0","2003","0","
English","
USA","DVD","US","American"
"Xmen","tt0120903","1","7.5","7.4","0","2000","0","
English","
USA","DVD","US","American"
"Yojimbo","tt0055630","1","9","8.3","0","1961","110","
Japanese","
Japan","DVD","JP","Japanese"
"Zu: Warriors From the Magic Mountain","tt0086308","1","0","6.7","0","1983","95","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Secret Window","tt0363988","1","7","6.4","0","2004","0","
English","
USA","DVD","US","American"
"Phone","tt0323630","1","0","6.3","0","2002","100","
Korean","
South Korea","DVD","KR","Korean"
"Audition","tt0235198","1","0","7.4","0","1999","113","
Japanese","
South Korea","DVD","JP","Japanese"
"American Beauty","tt0169547","1","9","8.6","0","1999","0","
English","
USA","DVD","US","American"
"American Splendor","tt0305206","1","7.5","7.7","0","2003","0","
English","
USA","DVD","US","American"
"Big Fish","tt0319061","1","9","8","0","2003","0","
English","
USA","DVD","US","American"
"Blue Springs","tt0309291","1","0","7.4","0","2001","0","
Japanese","
Japan","DVD","JP","Japanese"
"Boiler Room","tt0181984","1","8","6.8","0","2000","0","
Russian","
USA","DVD","US","American"
"Dreams","tt0100998","1","0","7.6","0","1990","0","
Japanese","
USA","DVD","JP","Japanese"
"Green Tea","tt0382821","1","0","6.9","0","2003","0","
Mandarin","
China","DVD","HK","Hong Kong"
"Hero","tt0299977","1","10","8","0","2002","89","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Ichi the Killer","tt0296042","1","0","7.2","0","2001","110","
Japanese","
Japan","DVD","JP","Japanese"
"Juon: The Grudge","tt0364385","1","7.5","6.6","0","2003","0","
English","
Japan","DVD","JP","Japanese"
"Juon: The Grudge 2","tt0367913","1","6.5","6.3","0","2003","95","
Japanese","
Japan","DVD","JP","Japanese"
"Kill Bill Volume 1","tt0266697","1","7.5","8.2","0","2003","111","
English","
USA","DVD","US","American"
"Kill Bill Volume 2","tt0378194","1","7","8","0","2004","0","
English","
USA","DVD","US","American"
"Lord of the Rings: The Fellowship of the Ring Extended","tt0120737","1","9","8.7","0","2001","0","
English","
New Zealand","DVD","US","American"
"Magnificent Butcher","tt0079472","1","0","7.5","0","1979","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Master and Commander","tt0311113","1","8","7.5","0","2003","0","
English","
USA","DVD","US","American"
"Matrix Reloaded","tt0234215","1","8","7","0","2003","0","
English","
USA","DVD","US","American"
"Matrix Revolutions","tt0242653","1","7","6.4","0","2003","0","
English","
USA","DVD","US","American"
"Mystic River","tt0327056","1","8","8","0","2003","0","
English","
USA","DVD","US","American"
"Nadia: Secret of Blue Water","tt0096591","1","9","8.2","0","1990","0","
Japanese","
Japan","DVD","JP","Japanese"
"One Flew Over the Cuckoo's Nest","tt0073486","1","0","8.8","0","1975","0","
English","
USA","DVD","US","American"
"Pirates of Penzance","tt0089811","1","6.5","6.2","0","1985","0","
English","
Canada","DVD","US","American"
"Requiem for a Dream","tt0180093","1","9","8.5","0","2000","102","
English","
USA","DVD","US","American"
"Running on Karma","tt0374184","1","7.5","6.6","0","2003","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Schindlers List","tt0108052","1","10","8.9","0","1993","0","
English","
USA","DVD","US","American"
"Shiri","tt0192657","1","7","6.5","0","1999","0","
Korean","
South Korea","DVD","KR","Korean"
"Shogun","tt0080274","1","0","8.3","0","1980","0","
English","
USA","DVD","US","American"
"Singin In the Rain","tt0045152","1","0","8.4","0","1952","0","
English","
USA","DVD","US","American"
"Skinny Tiger Fatty Dragon","tt0100605","1","0","6.5","0","1990","100","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Spring, Summer, Autumn, Winter... and Spring","tt0374546","1","9.5","8.1","0","2003","0","
Korean","
South Korea","DVD","KR","Korean"
"Stray Dog","tt0041699","1","8.5","7.9","0","1949","0","
Japanese","
Japan","DVD","JP","Japanese"
"Supersize Me","tt0390521","1","8.5","7.6","0","2004","0","
English","
USA","DVD","US","American"
"The Butterfly Effect","tt0289879","1","8.5","7.8","0","2004","0","
English","
USA","DVD","US","American"
"The Passion of the Christ","tt0335345","1","6.5","7.2","0","2004","0","
Assyrian Neo-Aramaic","
USA","DVD","US","American"
"Turn Left Turn Right","tt0367174","1","0","6.6","0","2003","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Van Helsing","tt0338526","1","0","5.5","0","2004","0","
English","
USA","DVD","US","American"
"Waterworld","tt0114898","1","7.5","5.6","0","1995","176","
English","
USA","DVD","US","American"
"Zatoichi meets the one Armed Swordsman","tt0066602","1","0","7.3","0","1971","0","
Japanese","
Japan","DVD","JP","Japanese"
"A Hero Never Dies","tt0176809","1","0","6.9","0","1998","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"A Princess Blade","tt0310149","1","0","5.7","0","2001","92","
Japanese","
Japan","DVD","US","American"
"Avalon","tt0267287","1","7.5","6.7","0","2001","0","
Polish","
Japan","DVD","JP","Japanese"
"Battlefield Baseball","tt0384832","1","6","5.8","0","2003","87","
Japanese","
Japan","DVD","JP","Japanese"
"Bubba Hotep","tt0281686","1","0","7.4","0","2002","0","
English","
USA","DVD","US","American"
"Colorful","tt0260814","1","0","5.8","0","2000","0","
Japanese","
Japan","DVD","JP","Japanese"
"Come Drink With Me","tt0059079","1","0","7.1","0","1966","90","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Fahrenheit 9/11","tt0361596","1","9","7.6","0","2004","0","
English","
USA","DVD","US","American"
"Hellboy","tt0167190","1","0","6.8","0","2004","0","
English","
USA","DVD","US","American"
"Infernal Affairs 1","tt0338564","1","9.5","8.1","0","2002","101","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Infernal Affairs 2","tt0369060","1","7.5","7.4","0","2003","110","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Infernal Affairs 3","tt0374339","1","0","7","0","2003","118","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Jiang Hu","tt0415080","1","7.5","6.3","0","2004","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Kairo","tt0286751","1","0","6.7","0","2001","118","
Japanese","
Japan","DVD","JP","Japanese"
"My Schoolmate the barbarian","tt0295461","1","0","6.4","0","2001","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Sky High","tt0398563","1","0","6.2","0","2003","122","
Japanese","
Japan","DVD","JP","Japanese"
"Starship Troopers 2","tt0367093","1","3","3.5","0","2004","88","
English","
USA","DVD","US","American"
"Starsky and Hutch","tt0335438","1","7","6.2","0","2004","0","
English","
USA","DVD","US","American"
"The Eye 2","tt0405061","1","0","5.7","0","2004","95","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Twilight Samurai","tt0351817","1","8","8.2","0","2002","129","
Japanese","
Japan","DVD","JP","Japanese"
"When the Last Sword is Drawn","tt0359692","1","0","7.6","0","2003","143","
Japanese","
Japan","DVD","JP","Japanese"
"Who Am I?","tt0127357","1","0","6.4","0","1998","0","
English","
Hong Kong","DVD","HK","Hong Kong"
"Zatoichi","tt0363226","1","9","7.6","0","2003","0","
Japanese","
Japan","DVD","JP","Japanese"
"Burning Paradise","tt0110080","1","4","6.9","0","1994","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Full Contact","tt0105851","1","0","7.2","0","1993","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Reversal Of Fortune","tt0364759","1","0","6.2","0","2003","0","
Korean","
South Korea","DVD","KR","Korean"
"Spirder Forst","tt0407821","1","0","6.8","0","2004","112","
Korean","
South Korea","DVD","KR","Korean"
"Teacher Mr. Kim","tt0358691","1","0","6.7","0","2003","117","
Korean","
South Korea","DVD","KR","Korean"
"Farewell My Concubine","tt0106332","1","0","7.9","0","1993","0","
Mandarin","
China","DVD","HK","Hong Kong"
"Teasure Hunt","tt0110071","1","0","6.1","0","1994","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"That Fiery Girl","tt0200670","1","0","5.7","0","1968","0","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Marines Who Never Returned","tt0239594","1","0","4.4","0","1963","110","
English","
South Korea","DVD","KR","Korean"
"Break Out","tt0325743","1","0","6.3","0","2002","0","
Korean","
South Korea","DVD","KR","Korean"
"Zebraman","tt0388556","1","0","6.8","0","2004","0","
Japanese","
Japan","DVD","JP","Japanese"
"New Police Story","tt0386005","1","8.5","6.8","0","2004","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Fighter In the Wind","tt0416499","1","0","6.9","0","2004","120","
Japanese","
South Korea","DVD","KR","Korean"
"Cashern","tt0405821","1","8","6.3","0","2004","117","
Japanese","
Japan","DVD","JP","Japanese"
"Rush Hour 2","tt0266915","1","7","6.4","0","2001","94","
English","
USA","DVD","US","American"
"Teenage Mutant Ninja Turtles III","tt0108308","1","6","4.2","0","1993","0","
English","
USA","DVD","US","American"
"Hi! Dharma!","tt0298826","1","0","5.9","0","2001","95","
Korean","
South Korea","DVD","KR","Korean"
"Alien vs. Predator","tt0370263","1","0","5.4","0","2004","0","
English","
USA","DVD","US","American"
"Millennium Mambo","tt0283283","1","0","6.7","0","2001","0","
Mandarin","
Taiwan","DVD","HK","Hong Kong"
"100 Days with Mr. Arrogant","tt0395677","1","0","5.7","0","2004","95","
Korean","
South Korea","DVD","KR","Korean"
"Swordsman and Enchantress","tt0078352","1","0","7","0","1978","0","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Someone Special","tt0409696","1","0","7.2","0","2004","107","
Korean","
South Korea","DVD","KR","Korean"
"A Romance of Their Own","tt0416073","1","0","6.4","0","2004","113","
Korean","
South Korea","DVD","KR","Korean"
"Ardor","tt0341470","1","0","6.2","0","2002","100","
Korean","
South Korea","DVD","KR","Korean"
"Fudoh","tt0123092","1","0","7.2","0","1996","0","
Japanese","
Japan","DVD","JP","Japanese"
"Return to the 36th Chamber","tt0081494","1","0","7.2","0","1980","99","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"R Point","tt0417072","1","0","6.3","0","2004","0","
English","
South Korea","DVD","KR","Korean"
"Sky of Love","tt0406110","1","0","5.7","0","2003","91","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"My Sassy Girl","tt0293715","1","10","8.2","0","2001","122","
Korean","
South Korea","DVD","KR","Korean"
"Aroto",,"1","0","0","0",,"0",,,"DVD","JP","Japanese"
"Bullet For Hire","tt0103333","1","0","6","0","1991","9","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Ali G Indahouse","tt0284837","1","0","5.9","0","2002","0","
English","
France","DVD","EN","English"
"Addicted","tt0336678","1","0","7.1","0","2002","114","
Korean","
South Korea","DVD","KR","Korean"
"Sword in the Moon","tt0370402","1","0","5.8","0","2003","100","
Korean","
South Korea","DVD","KR","Korean"
"Shaolin Mantis","tt0078360","1","0","7.3","0","1978","0","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Ten Tigers of Shaolin","tt0079247","1","0","5.9","0","1979","0","
English","
Hong Kong","DVD","HK","Hong Kong"
"Natural City","tt0378428","1","0","5.8","0","2003","114","
Korean","
South Korea","DVD","KR","Korean"
"Shaolin Vs. Lama","tt0086304","1","0","7.1","0","1983","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Legend of Liquid Sword","tt0108610","1","0","6.2","0","1993","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Champion","tt0325165","1","0","6.3","0","2002","0","
Korean","
South Korea","DVD","KR","Korean"
"Spin Kick","tt0406713","1","0","6","0","2004","102","
Korean","
South Korea","DVD","KR","Korean"
"The New Legend of Shaolin","tt0110054","1","0","6.1","0","1994","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"House of Flying Daggers","tt0385004","1","8.5","7.6","0","2004","119","
Mandarin","
China","DVD","HK","Hong Kong"
"I, Robot","tt0343818","1","8","7","0","2004","0","
English","
USA","DVD","US","American"
"Aladdin","tt0103639","1","8.5","7.8","0","1992","0","
English","
USA","DVD","US","American"
"Twins Effect II","tt0398373","1","0","5.2","0","2004","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Ali G inDaUSAiii","tt0367274","1","0","8.7","0","2003","0","
English","
USA","DVD","EN","English"
"Gozu","tt0361668","1","0","7","0","2003","130","
Japanese","
Japan","DVD","JP","Japanese"
"We're Going to Eat You","tt0080636","1","0","6.5","0","1980","87","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Teenage Mutant Ninja Turtles","tt0100758","1","6.5","6.3","0","1990","0","
English","
USA","DVD","US","American"
"My Wife is a Gangster","tt0296696","1","0","6.3","0","2001","107","
Korean","
South Korea","DVD","KR","Korean"
"Snake & Crane Arts of Shaolin","tt0078251","1","0","6.3","0","1978","0","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","tt0103060","1","6","5.2","0","1991","0","
English","
USA","DVD","US","American"
"Hard Boiled","tt0104684","1","6.5","7.9","0","1992","92","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Pretty Guardian Sailor Moon","tt0386917","1","9","9.1","0","2003","30","
Japanese","
Japan","DVD","JP","Japanese"
"Chingoo","tt0281718","1","0","7.3","0","2001","118","
Korean","
South Korea","DVD","KR","Korean"
"Disciples of the 36th Chamber","tt0089029","1","0","6.9","0","1985","90","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Duel to the Death","tt0084924","1","0","7.3","0","1983","86","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Failan","tt0289181","1","7","7.9","0","2001","0","
Korean","
South Korea","DVD","KR","Korean"
"Ghost Office",,"1","0","0","0","2003","0",,,"DVD","HK","Hong Kong"
"Ghost System","tt0452019","1","0","3.6","0","2002","74","
Japanese","
Japan","DVD","JP","Japanese"
"Heroic Deo","tt0379985","1","0","6","0","2003","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Horror Hotline... Big Head Monster","tt0305647","1","0","4.8","0","2001","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Inner Senses","tt0316023","1","0","6.2","0","2002","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Interactive Murders","tt0318184","1","0","5.4","0","id","0","Cantonese","Hong Kong","DVD","HK","Hong Kong"
"Ju-on: The Curse","tt0330500","1","0","6.8","0","2000","0","
Japanese","
Japan","DVD","JP","Japanese"
"Ju-on: The Curse 2","tt0330501","1","0","5.9","0","2000","0","
Japanese","
Japan","DVD","JP","Japanese"
"Lady Snowblood","tt0158714","1","0","7.8","0","1973","0","
English","
Japan","DVD","JP","Japanese"
"Legend of Evil Lake","tt0377633","1","0","5.8","0","2003","92","
Korean","
South Korea","DVD","KR","Korean"
"Mr. Handy","tt0398045","1","0","6.4","0","2004","108","
Korean","
South Korea","DVD","KR","Korean"
"Once Upon a Time in China and America","tt0120530","1","0","6.3","0","1997","102","
English","
Hong Kong","DVD","HK","Hong Kong"
"Onibaba","tt0058430","1","8","8.1","0","1964","103","
Japanese","
Japan","DVD","JP","Japanese"
"Silmido","tt0387596","1","7","7.1","0","2003","0","
Korean","
South Korea","DVD","KR","Korean"
"Taegukgi","tt0386064","1","8.5","8.1","0","2004","0","
Korean","
South Korea","DVD","KR","Korean"
"Tales of the Unusual","tt0293984","1","0","6.8","0","2000","0","
Japanese","
Japan","DVD","JP","Japanese"
"The City of Last Souls","tt0246498","1","0","6.3","0","2000","100","
English","
Japan","DVD","HK","Hong Kong"
"The Classic","tt0246005","1","0","6.6","0","2001","0","
Finnish","
Finland","DVD","HK","Hong Kong"
"The Evil Cult","tt0108624","1","0","6.1","0","1993","99","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Unborn But Forgotten","tt0325534","1","0","4.6","0","2002","95","
Korean","
South Korea","DVD","KR","Korean"
"Versus","tt0275773","1","0","6.7","0","2000/I","102","
English","
USA","DVD","JP","Japanese"
"Windstruck","tt0409072","1","0","7.2","0","2004","0","
Korean","
South Korea","DVD","KR","Korean"
"Witch From Nepal","tt0089861","1","0","5.2","0","1985","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"New Blood","tt0352420","1","0","4.8","0","2002","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Seventh Curse","tt0092273","1","0","5.7","0","1986","78","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Dr. Lamb","tt0104319","1","0","6","0","1992","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Stacy","tt0368296","1","0","4.8","0","2001","79","
Japanese","
Japan","DVD","JP","Japanese"
"Agitator","tt0305240","1","0","6.2","0","2001","0","
Japanese","
Japan","DVD","JP","Japanese"
"Acacia","tt0380164","1","0","5.7","0","2003","0","
Korean","
South Korea","DVD","KR","Korean"
"Red Shadow","tt0294280","1","0","5.7","0","2001","0","
Japanese","
Japan","DVD","JP","Japanese"
"Victim","tt0224345","1","0","6.5","0","1999","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Hex","tt0081782","1","0","6.6","0","1980","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Koma","tt0408970","1","0","6","0","2004","88","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Ring Virus","tt0289424","1","0","6.5","0","1999","0","
Korean","
South Korea","DVD","KR","Korean"
"Man Behind the Sun","tt0093170","1","0","6","0","1988","102","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"303 Fear Faith Revenge","tt0219682","1","0","5.8","0","1998","0","
Thai","
Thailand","DVD","TH","Thailand"
"666 Devil Reincarnates","tt0173167","1","0","4.9","0","1996","100","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Samurai Fiction","tt0170544","1","6.5","7.2","0","1998","0","
Japanese","
Japan","DVD","JP","Japanese"
"Xiu Xiu","tt0115005","1","0","7.3","0","1998","0","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Oh! Happy Day","tt0357978","1","0","5","0","2003","0","
Korean","
South Korea","DVD","KR","Korean"
"Immortel","tt0314063","1","0","5.9","0","ad vit","102","
English","
France","DVD","FR","France"
"Lone Wolf and Cub: White Heaven in Hell","tt0071695","1","0","7.5","0","1974","0","
Japanese","
Japan","DVD","JP","Japanese"
"Platonic Sex","tt0337024","1","0","5.6","0","2001","0","
Japanese","
Japan","DVD","JP","Japanese"
"An Autumn's Tale","tt0093426","1","0","7.8","0","1987","98","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Gingko Bed","tt0141122","1","0","5.7","0","1996","88","
Korean","
South Korea","DVD","KR","Korean"
"Pom Pom & Hot Hot","tt0105384","1","0","6","0","1992","0","Cantonese","Hong Kong","DVD","HK","Hong Kong"
"Sweet Sex and Love","tt0365484","1","0","5.2","0","2003","0","
Korean","
South Korea","DVD","KR","Korean"
"Breaking News","tt0414931","1","0","6.6","0","2004","88","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Taxi 2","tt0183869","1","0","6.2","0","2000","0","
French","
France","DVD","FR","France"
"My Little Bride","tt0395140","1","0","7","0","2004","0","
Korean","
South Korea","DVD","KR","Korean"
"Lone Wolf and Cub: Baby Cart in Land of Demons","tt0143428","1","0","7.8","0","1973","89","
Japanese","
Japan","DVD","JP","Japanese"
"The Tuxedo","tt0290095","1","5","5","0","2002","0","
English","
USA","DVD","US","American"
"Boiling Point","tt0098967","1","0","6.7","0","1990","0","
Japanese","
Japan","DVD","JP","Japanese"
"Master of the Flying Guillotine","tt0072913","1","0","7.5","0","1975","93","
Mandarin","
Taiwan","DVD","HK","Hong Kong"
"Aragami","tt0362417","1","0","6.7","0","2003","70","
Japanese","
Japan","DVD","JP","Japanese"
"Naked Weapon","tt0341495","1","0","5.5","0","2002","92","
English","
Hong Kong","DVD","HK","Hong Kong"
"Eastern Condors","tt0090956","1","0","7.1","0","1987","93","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Half a Load of Kung Fu","tt0080623","1","0","5.4","0","1980","94","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Fatal Flying Guillotines","tt0086622","1","0","5.2","0","1977","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Bangkok Dangerous","tt0263101","1","0","6.5","0","1999","0","
Thai","
Thailand","DVD","TH","Thailand"
"Untold Scandal","tt0380689","1","0","7.2","0","2003","0","
Korean","
South Korea","DVD","KR","Korean"
"The Longest Nite","tt0168043","1","0","7.5","0","1998","81","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Lone Wolf and Cub: In Peril","tt0143348","1","0","7.8","0","1972","0","
Japanese","
Japan","DVD","JP","Japanese"
"The Twins Effect","tt0351887","1","0","5.6","0","2003","102","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Bullet in the Head","tt0099426","1","0","7.6","0","1990","97","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Onmyoji","tt0355857","1","0","6.2","0","2001","112","
Japanese","
Japan","DVD","JP","Japanese"
"Whispering Corridors 3: Wishing Stairs","tt0370082","1","0","5.6","0","2003","97","
Korean","
South Korea","DVD","KR","Korean"
"Branded to Kill","tt0061882","1","0","7.3","0","1967","99","
Japanese","
Japan","DVD","JP","Japanese"
"My Tutor Friend","tt0348591","1","0","6.7","0","2003","110","
Korean","
South Korea","DVD","KR","Korean"
"Bichunmoo","tt0278351","1","0","6.2","0","2000","118","
Korean","
South Korea","DVD","KR","Korean"
"One Nite in Mongkok","tt0430772","1","0","7.3","0","2004","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Heroes Shed No Tears","tt0092264","1","0","6","0","1986","93","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Shaolin Handlock","tt0078253","1","0","6.4","0","1978","0","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Three Extremes","tt0420251","1","0","7.2","0","2004","125","
Cantonese","
Hong Kong","DVD","KR","Korean"
"Napoleon Dynamite","tt0374900","1","9","6.9","0","2004","86","
English","
USA","DVD","US","American"
"Troy","tt0332452","1","7","7","0","2004","163","
English","
USA","DVD","US","American"
"Garden State","tt0333766","1","9.5","7.9","0","2004","0","
English","
USA","DVD","US","American"
"Open Water","tt0374102","1","5","5.9","0","2003","0","
English","
USA","DVD","US","American"
"Harold & Kumar Go to White Castle","tt0366551","1","8","7.2","0","2004","0","
English","
USA","DVD","US","American"
"Collateral","tt0369339","1","7.5","7.8","0","2004","0","
English","
USA","DVD","US","American"
"THX 1138","tt0066434","1","0","6.8","0","1971","88","
English","
USA","DVD","US","American"
"Maria Full of Grace","tt0390221","1","9","7.7","0","2004","0","
Spanish","
USA","DVD","CO","Colombia"
"Harry Potter and the Prisoner of Azkaban","tt0304141","1","9","7.7","0","2004","0","
English","
UK","DVD","US","American"
"Matchstick Men","tt0325805","1","8","7.4","0","2003","120","
English","
USA","DVD","US","American"
"Eternal Sunshine of the Spotless Mind","tt0338013","1","9","8.5","0","2004","95","
English","
USA","DVD","US","American"
"The Village","tt0368447","1","7","6.6","0","2004","0","
English","
USA","DVD","US","American"
"Shaun of the Dead","tt0365748","1","7.5","8","0","2004","0","
English","
UK","DVD","EN","English"
"The Sopranos","tt0141842","1","8.5","9.5","0","1999","0","
English","
USA","DVD","US","American"
"The Sea is Watching","tt0316829","1","0","7.1","0","2002","0","
Japanese","
Japan","DVD","JP","Japanese"
"The Manchurian Candidate","tt0368008","1","8","6.7","0","2004","129","
English","
USA","DVD","US","American"
"Outfoxed: Rupert Murdoch's War on Journalism","tt0418038","1","8","7.7","0","2004","78","
English","
USA","DVD","US","American"
"The Chronicles of Riddick","tt0296572","1","8","6.4","0","2004","135","
English","
USA","DVD","US","American"
"The Girl Next Door","tt0265208","1","6","6.9","0","2004","110","
English","
USA","DVD","US","American"
"The Day After Tomorrow","tt0319262","1","7.5","6.3","0","2004","0","
English","
USA","DVD","US","American"
"The Ladykillers","tt0335245","1","6.5","6.2","0","2004","0","
English","
USA","DVD","US","American"
"The Terminal","tt0362227","1","8","7.1","0","2004","0","
English","
USA","DVD","US","American"
"Cellular","tt0337921","1","6","6.5","0","2004","0","
English","
USA","DVD","US","American"
"The Stepford Wives","tt0327162","1","5.5","5.1","0","2004","0","
English","
USA","DVD","US","American"
"Shrek 2","tt0298148","1","8","7.6","0","2004","0","
English","
USA","DVD","US","American"
"The Bourne Supremecy","tt0372183","1","7","7.6","0","2004","0","
English","
USA","DVD","US","American"
"Angels in America","tt0318997","1","0","8.3","0","2003","0","
English","
USA","DVD","US","American"
"Rounders","tt0128442","1","8","7.3","0","1998","0","
English","
USA","DVD","US","American"
"Team America","tt0372588","1","8.5","7.3","0","2004","0","
English","
USA","DVD","US","American"
"2043","tt0212712","1","0","7.5","0","2004","0","
Cantonese","
China","DVD","HK","Hong Kong"
"21 Grams","tt0315733","1","8","7.9","0","2003","0","
English","
USA","DVD","US","American"
"3-Iron","tt0423866","1","8.5","7.9","0","2004","0","
Korean","
South Korea","DVD","KR","Korean"
"A Better Tomorrow 2","tt0094357","1","0","7.3","0","1987","0","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"A Better Tomorrow 3","tt0098691","1","0","5.7","0","1989","130","
English","
Hong Kong","DVD","HK","Hong Kong"
"A Chinese Ghost Story","tt0093978","1","0","7.5","0","1987","98","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"A Good Lawyers Wife","tt0372782","1","0","6.8","0","2003","106","
Korean","
South Korea","DVD","KR","Korean"
"A Lamb In Dispair","tt0239549","1","0","5.1","0","1999","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Apollo 13","tt0112384","1","8","7.5","0","1995","0","
English","
USA","DVD","US","American"
"Arahan","tt0091607","1","0","6.5","0","1986","99","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Around the World in 80 Days","tt0327437","1","7.5","5.6","0","2004","0","
English","
USA","DVD","US","American"
"Bad Guy","tt0307213","1","0","6.8","0","2001","0","
Korean","
South Korea","DVD","KR","Korean"
"Bangkok Haunted","tt0364977","1","0","5.3","0","2001","130","
Thai","
Thailand","DVD","TH","Thailand"
"Better Luck Tomorrow","tt0280477","1","0","7.2","0","2002","98","
English","
USA","DVD","US","American"
"Black Magic","tt0184442","1","0","0","0","1993","0","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Challenge of the Masters","tt0074300","1","0","7","0","1976","95","
Mandarin","
Hong Kong","DVD","HK","Hong Kong"
"Chinese Odyssey: Cinderella","tt0114996","1","0","8.1","0","1994","95","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Chinese Odyssey: Pandora's Box","tt0112778","1","0","7.8","0","1994","87","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"City On Fire","tt0093435","1","0","7.1","0","1987","101","
Cantonese","
Hong Kong","DVD","HK","Hong Kong"
"Closer","tt0376541","1","7.5","7.4","0","2004/I","0","
English","
USA","DVD","US","American"
"Dance With the Wind","tt0400209","1","0","7","0","2004","132","
Korean","
South Korea","DVD","KR","Korean"
